row ID,row m/z,row retention time,20220504_groupC_DBGI_07_01.mzML Peak area,20220504_groupC_DBGI_07_02.mzML Peak area,20220504_groupC_DBGI_07_03.mzML Peak area,20220504_groupC_DBGI_07_04.mzML Peak area,20220504_groupC_DBGI_07_05.mzML Peak area,20220504_groupC_DBGI_07_06.mzML Peak area,20220504_groupC_DBGI_07_07.mzML Peak area,20220504_groupC_DBGI_07_08.mzML Peak area,20220504_groupC_DBGI_07_09.mzML Peak area,20220504_groupC_DBGI_07_10.mzML Peak area,20220504_groupC_DBGI_07_11.mzML Peak area,20220504_groupC_DBGI_07_12.mzML Peak area,20220504_groupC_DBGI_07_13.mzML Peak area,20220504_groupC_DBGI_07_14.mzML Peak area,20220504_groupC_DBGI_07_nd_20220504181114.mzML Peak area,
127,434.23848809136285,1.5584598888888888,7032654.617036856,7870059.350259919,1.7678976168864787E7,8713407.70763871,1.4462546570088798E7,0,0,0,1.5520776369713679E7,0,1.2961940856625073E7,0,1.5454061782371394E7,1.443274101293949E7,0,
128,376.2482655843099,4.184773333333333,9550145.072621377,0,0,0,0,0,0,0,2.358223115696921E7,0,2.3004325537885673E7,0,0,0,0,
129,345.2058512369792,3.3070816,5578004.442321707,0,0,0,0,0,0,0,9344852.355942106,0,1.643124541369671E7,0,0,0,0,
130,359.0760803222656,2.3387582499999997,5236142.987110165,0,0,0,0,0,0,0,5418059.148813719,0,0,0,0,0,0,
131,471.3470764160156,3.8146039000000003,2.1547498128417395E7,0,0,0,0,0,0,0,1.7276570594811007E7,0,2.068914784737675E7,0,0,4367649.759917626,0,
132,411.3619750976562,5.45139618,9530832.985960498,0,0,0,0,0,9244681.121662125,0,1.3399002843059132E7,0,1.314201035421829E7,0,0,9274862.360850124,0,
133,273.0816879272461,0.38200095928571426,3.306878645588925E7,1.2809265519019166E7,1.3034987681451898E7,1.294288221778539E7,1.6340674045747947E7,1.1827338930833736E7,1.771517722086193E7,1.8233054377720237E7,2.5250766750190727E7,3.0038406998584367E7,2.7539961718839016E7,1.3180522804298105E7,5101770.35696295,1.0386021069387527E7,0,
134,217.19520060221353,5.897863633333333,8558594.890553435,0,0,0,0,1.345815942465312E7,0,0,1.3332933942801155E7,0,0,0,0,0,0,
135,317.2111167907715,4.6179218749999995,1.0652562584876385E7,0,0,0,0,0,0,0,2.3794538750741024E7,0,4.882814143655939E7,0,9049659.141774045,0,0,
136,353.17223103841144,4.666519233333333,7732547.990186878,0,0,0,0,0,0,0,7.901075727898587E7,0,7.576390148461463E7,0,0,0,0,
137,281.0703604561942,0.4372990392857142,3.0057829619676262E7,2464790.384766469,7391760.2744232,4625189.718848025,1.7169760593595013E7,2384028.13275721,9022276.343852043,6047612.347520268,2.8574335945056397E7,7877987.041958248,3.792157938954302E7,4096443.951388316,8664899.367380906,1.2789608742187353E7,0,
138,345.1029472351074,0.3407218175,2.8572239980410226E7,0,0,0,6912724.383814901,3007869.4730717074,0,3737147.5007671406,9209354.422544945,1837105.3804664619,5520322.331598018,0,0,1.2192205475046769E7,0,
139,409.34645080566406,5.244912575,6618685.7896342175,0,0,0,0,0,0,0,6938001.843637597,0,6030685.142442117,0,0,4355594.6510513285,0,
140,453.33652954101564,3.8950519999999997,1.0059507440811777E7,0,0,0,0,0,3091216.178230683,0,9411355.254345376,0,2.1235339063708518E7,0,0,8005937.962871831,0,
141,231.1703643798828,1.26445815,1.0798880556727668E7,0,0,0,0,0,0,0,0,0,4307630.778690758,0,0,0,0,
142,120.08101336161296,0.7452888658333333,2.556069218648957E7,1.5744725523911618E7,8683024.720122386,2.3771264980879273E7,1.914238220480121E7,0,2067196.154429981,1.1711951399121227E7,5011630.304886956,5053217.366160625,6401539.623346521,1.3416199285218582E7,8030306.58006339,0,0,
143,130.52575059370562,0.40180719909090906,3.2710934237150297E7,7598472.33015091,2.101603393851686E7,0,1.7774955815722458E7,4400077.502497443,8773452.74502722,0,2.0406623538963642E7,8253656.692038899,4.033164793304345E7,0,1.0360444777249409E7,4819002.268654351,0,
144,425.3778419494629,5.737201225,9361963.22525685,0,0,0,0,0,0,0,1.0969137166730518E7,0,7112896.960628965,0,0,1.2761860847326666E7,0,
145,463.1235122680664,2.1516395,5397222.141776623,0,1.7685272329438962E7,0,0,3.287112213233162E7,0,0,7697884.254597839,0,4477588.528019596,3.72948786331716E7,0,0,0,
146,112.00649760319637,0.3346650884615385,1.6057539476884296E7,8978810.97954287,1.70873348980165E7,3983385.578393776,9158051.097291432,1.523259978684701E7,1.2052035139350781E7,9300109.982098456,9335350.86697025,3.89986117769351E7,1.889745558551973E7,0,1.1097899961073032E7,5344502.945502675,0,
147,549.1239929199219,2.3313721,6797771.149290016,0,2.598629029285108E7,0,1.1051853006861605E7,8.579312013023524E7,0,0,1.3555629738575963E7,0,4712254.870666278,0,0,0,0,
148,200.04414749145508,0.4120781041666666,3.021581173087358E7,8868814.711816614,2.355302468690839E7,3666603.011771662,1.849312024069635E7,2390006.427137981,1.0574213169014456E7,0,2.3504442820943337E7,6000591.748094195,3.518282245769409E7,0,1.1868055634173634E7,1.1970238463753162E7,0,
149,453.33642196655273,4.501655475,8063008.341074267,0,0,0,0,0,0,0,5149342.498631448,0,6128150.4829480015,0,0,3186234.627848818,0,
150,331.19036865234375,6.4594356333333325,6523803.347920467,0,0,0,0,0,0,0,2.0949492395110134E7,0,5642413.015670625,0,0,0,0,
151,473.3624633789062,4.5451678,6809838.7165958015,0,0,0,0,0,0,0,6457126.246795349,5836913.520783736,2.9707845318280037E7,0,0,5.0490195651878595E7,0,
152,309.09691365559894,1.497162066666667,1.396991711285701E7,0,0,0,0,0,0,0,9604799.138015253,0,1.3277354731107919E7,0,0,0,0,
153,163.0753173828125,1.8118628,3925539.087277511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,193.0859629313151,1.5587881666666668,6680642.133562322,0,0,0,0,0,0,0,3284401.654978128,0,6508393.100819234,0,0,0,0,
155,393.35143626819956,5.4566194999999995,1.046523108355754E7,3911839.39846645,0,8953029.087703109,8117871.036885109,3220189.304527501,1.034100331885665E7,0,1.2801894956323363E7,0,1.3991807319394153E7,5883025.85904678,5650714.141956524,1.1152252636328306E7,0,
156,390.2633463541667,4.748983233333334,7394943.758726955,0,0,0,0,0,0,0,2776064.4701913805,0,9392697.609080983,0,0,0,0,
157,600.4172019958496,6.0105967375,5014600.746261785,0,3463660.2245468153,0,6975970.092765353,0,8752323.627687242,0,5053188.329071079,0,3179657.1783195725,0,1.0430857876706703E7,4051694.134444095,0,
158,455.1915588378906,2.2867329666666665,6497697.002343021,0,0,0,0,0,0,0,5734508.000130443,0,6343442.118806869,0,0,0,0,
159,165.05468241373697,1.4034399666666666,5204839.277243655,0,0,3649320.2083828175,0,0,0,0,3230041.7206154987,0,0,0,0,0,0,
160,381.05830078125,1.1958484600000001,9205867.23759654,0,0,0,0,0,1.8939311632524345E7,0,1.1550126087278994E7,0,7809241.422970356,0,0,2386008.8041500067,0,
161,461.1080627441406,2.6207562,5352633.479626355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,315.08631706237793,3.2427921375,5703934.963405275,2.150148250907646E7,5.1234173199604464E8,3.1306594296743836E7,6.784915373718087E7,0,3559762.2911942047,0,1.593486832788022E7,8090764.722674992,0,0,0,0,0,
163,327.1075134277344,1.4699305,8011531.125898124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,177.1637969970703,5.91554758,7041737.8195215035,0,2741338.3815396787,0,0,1.3038583669086417E7,0,0,9530768.330140607,0,5216193.579205914,0,0,0,0,
165,738.2024710518973,2.1569116,6577435.497678384,7319550.925394643,0,0,0,0,1.3260421855104562E7,0,6110347.798517574,0,5880863.4152575815,7210417.092911562,7458113.54829374,0,0,
166,293.0628578879616,0.3977613472727274,2.175257406321386E7,1.115037878327777E7,2.7274558153110333E7,1.0458107005606052E7,1.0737921181001378E7,0,6108813.8258440485,4970326.934904094,5846849.175332194,3998305.731092663,1.0384427576328766E7,5083530.791486025,0,0,0,
167,376.1028408474392,2.162950777777778,6713902.461871503,7528256.345025577,0,0,5626977.112415803,0,6345148.60271101,6573090.059254882,5544926.135420042,0,5440044.346191735,6866366.687893249,6783953.893923549,0,0,
168,149.13249816894532,4.9492235,5780235.967563734,1907942.688760332,0,0,5401513.228179976,1349563.4075547955,0,0,1.4718988186615853E7,0,0,0,0,0,0,
169,128.0193639901968,0.3317684946153846,1.3542740805444337E7,7560926.492676899,1.3295345964921093E7,3716841.9204219575,7359469.149739273,1.290009799652884E7,9906081.981688572,7698838.993509033,7071434.216041954,2.9842491753455184E7,1.4674764208949957E7,0,8817370.746052876,4133148.3134471243,0,
170,118.08645466395787,0.44388020071428574,2.149251266471178E7,1.5583080531291168E7,7606101.039468432,8031156.9261807455,9599758.623283125,4175376.422810398,2641482.5702898176,2.3360789767719798E7,9981940.777060278,1.2324882939142013E7,1.064610779376109E7,1.9083843460654303E7,1.5654985921114704E7,1.4421522397618357E7,0,
171,522.1818542480469,1.295602,5441694.429118338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,353.0914611816406,0.381358146,3.0642122470250573E7,0,0,0,7841114.661733557,0,0,0,1.152658319926873E7,0,9166870.792160438,0,0,1.697131310088966E7,0,
173,331.19040934244794,6.333842366666667,4479759.983643742,0,0,0,0,0,0,0,1.8827351433801215E7,0,6175510.763663429,0,0,0,0,
174,359.07642364501953,1.5518508666666666,4838528.288641667,3491042.3704841323,0,3812499.818825999,4287344.536842826,0,0,0,3973596.4906475763,0,5110814.8390451325,0,0,0,0,
175,264.076417711046,0.34998116555555553,1.782826519113407E7,0,2360385.1701440793,0,3.952872314489225E7,0,2820444.4260734622,4133374.996542375,7728717.9000265505,6529146.897255928,9168058.276587302,0,0,8319131.375394807,0,
176,111.00951796311598,0.33394843153846154,1.2736782190986637E7,6800900.085589469,1.3268069449597536E7,2677235.6461109263,6769726.273657235,1.1833093570029449E7,9272526.162185192,7090705.006630366,6612073.768524212,3.0319832348166045E7,1.4710502280799929E7,0,8106479.959703813,3702073.4612915814,0,
177,203.56338827950614,0.34176544142857146,1.7123629021304477E7,6002484.451448531,5674714.258199343,1.3511359022490151E7,1.2135414533410963E7,1.894751448078223E7,2.4902491233133122E7,1.852184515815319E7,1.5011524834364291E7,2.846305399809377E7,2.190591640175961E7,4416754.8929889,1.5172350925985884E7,1.601852287921894E7,0,
178,191.17942428588867,5.9146774749999995,5341612.724354079,0,0,0,0,6185103.705333414,0,0,9247840.494151039,0,4770375.433886285,0,0,0,0,
179,131.0492401123047,1.8118628,3148203.9667023844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,191.03878529866537,0.363005565,2.638046723742944E7,0,6568956.113319092,4055212.710173165,1.5939557530428953E7,4438306.307765531,9265532.602517195,4811477.129463506,2.5684340659120295E7,1.0662857544052592E7,4.43135826088992E7,0,2.48361504202014E7,2.8520945517198365E7,0,
181,353.1722462972005,4.184773333333333,4789463.191729461,0,0,0,0,0,0,0,2.7474249241301693E7,0,2.5741711571507346E7,0,0,0,0,
182,445.36756896972656,7.698131569999999,7194482.599062369,0,5024113.856529774,0,5124709.70136854,6661533.091141605,8643789.86133879,0,9608986.093933625,6890749.725252928,6905693.332020778,3196394.2666434543,0,2976237.3215872324,0,
184,437.34143320719403,4.469211883333333,1.0448819370552016E7,2249932.94847483,0,0,0,0,7080552.702214442,0,7551949.5283450745,0,9441257.786505003,0,0,4493796.170245843,0,
185,192.05526515415735,0.3691459564285714,2.222343049666561E7,1.744163416758111E7,2.5518497379813522E7,9333023.132386142,1.2444808802580936E7,1.1690876883202726E7,1.6974412844224088E7,1.0516974639230195E7,1.4933043767075572E7,1.980458264694389E7,1.7592235280644774E7,7827314.863867858,5829637.244633568,7923972.730844176,0,
186,362.0968594021267,0.43619175333333327,1.8594038124889746E7,0,0,0,2.050536399712738E7,0,2124119.4210900734,4034164.5987228923,1.8832844103886783E7,4249797.369577461,2.045735287567614E7,0,6189300.873875916,2.4408184182871763E7,0,
188,271.2420654296875,2.8093887,3593755.721612645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,301.2162221272786,5.7624922666666665,4835682.076385154,0,0,0,0,0,0,0,9866513.71805897,0,1.323273649525275E7,0,0,0,0,
190,378.11846923828125,1.5836842428571427,3743537.9284741688,2548338.2676172536,0,0,3610623.226147107,0,0,0,3914365.008651955,0,4441758.02344275,0,2426376.064579322,4967934.238874261,0,
191,123.04064853374774,0.3331952284615385,1.1769120689077726E7,5179594.241417532,9611585.29589021,2415945.2141534635,5359473.557892937,9754680.14185877,7237978.915465591,5132511.627480523,5845902.730619572,2.2745510649800543E7,1.150270620874496E7,0,6099669.459352502,3289533.623693288,0,
192,353.1721903483073,4.2955334,4597546.361432643,0,0,0,0,0,0,0,1.5701832037520485E7,0,1.0632156922084292E7,0,0,0,0,
193,205.12222290039062,4.666519233333333,3701391.1054939264,0,0,0,0,0,0,0,3.7249123031364486E7,0,3.6671873555815734E7,0,0,0,0,
194,489.35736083984375,3.807582033333333,6845890.655588251,0,0,0,0,0,0,0,4106058.7257405017,0,5316240.656864983,0,0,0,0,
196,543.1319046020508,0.4048955541666667,1.439789146838402E7,3084268.4570019934,2644422.308171212,6963192.947477023,7.09179671180699E7,0,3554100.283192255,1.2023161580636796E7,9248710.428275608,0,2652585.920899086,1.4092009542872142E7,1431331.0525089381,2.0905951561400905E7,0,
197,404.134090423584,2.163656375,5012734.469707882,6601556.872939516,0,0,6285145.286470498,0,5475924.779948268,5466173.164969129,3729226.0286176666,0,0,6003182.384034135,6996301.444473734,0,0,
198,453.33649826049805,3.71757925,4473849.534880876,0,0,0,0,0,1.2444069755862689E7,0,8300482.732317554,0,3322877.0937751937,0,0,0,0,
200,271.24212646484375,5.194959575,4198423.1917932285,0,3380357.928896982,0,0,4509484.404573725,0,0,2321757.7554067867,0,0,0,0,0,0,
201,193.08592732747397,1.3563734666666665,2899630.9581976887,0,0,0,0,0,0,0,3854699.8677551337,0,4087875.650332527,0,0,0,0,
202,182.08125166459516,0.49566873818181817,1.4052743878273148E7,9282235.258098375,4650144.408096002,1.853108321684679E7,5634269.095788132,0,0,9628680.39445209,3132797.629946624,3941118.3424351965,6032972.633569258,1.1062640336791443E7,9030083.136096092,0,0,
203,163.0753173828125,2.0734253,5647754.904412513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,568.4276733398438,6.705241724999999,3817172.2541161575,8752146.775897136,0,0,6707946.566018327,0,0,0,8727002.45632965,2606297.2276060875,5736162.872268786,7422700.950329094,0,3963148.5180338174,0,
205,411.09821646554127,0.3541899507142857,1.2358963349805905E7,2087519.7075860433,1766418.7383493495,5839279.635423488,6623112.843667744,6980556.718323224,8713297.194891308,7608777.559805231,9306576.016674694,1.8463106327009194E7,1.3154209915612293E7,2101881.3529448444,6628773.352511916,8328793.785876098,0,
206,536.197509765625,1.5667644,4236421.005661339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,268.1040475027902,0.5074977542857143,1.7424030160313535E7,3.2805057977121014E7,4.848256582896553E7,0,5902494.669955821,1.1562305093526091E7,0,0,0,1.4987644706867484E7,2989437.0355248004,0,0,0,0,
208,354.1083484996449,0.39991303818181817,1.7060083543438457E7,0,0,6532009.25113033,1.916072184474512E7,3651629.58309587,7375553.503520924,1.2057038087429533E7,1.4376785679191478E7,1.5503285650017245E7,1.3486817184624638E7,7038934.672394796,0,1.6454795632864898E7,0,
210,239.96664733886718,0.332064174,4945770.242486529,0,4678215.577139886,0,0,0,0,0,0,8701025.281301508,1.118738584167731E7,0,9535399.450787064,0,0,
211,600.4171625773112,6.173041166666667,3445231.228595236,8745293.487934126,2357558.2540337187,8279120.948117486,5886790.995779354,0,4952959.34758169,6828201.716460404,2887087.409689449,0,1744769.906735607,5861273.757657731,7125274.304281603,2538360.8597714463,0,
212,584.4221343994141,6.2360226875,4342425.283006093,0,3093765.4532659,4484656.486398058,0,0,0,6124202.385811474,0,2648995.9533228553,3016723.3472954733,7282995.143436107,3454321.994211248,0,0,
213,231.17040252685547,1.1239593,7209611.726143133,0,0,0,0,0,0,0,0,0,2572699.9863131316,0,0,0,0,
214,461.2380905151367,2.26236185,4794542.661949491,0,1.0918459356454495E7,0,5325244.219189857,0,0,0,3419238.0875195577,0,0,0,0,0,0,
215,406.1499450683594,2.1576981,4097591.9186400054,0,0,0,4869866.243264228,0,7387611.88183427,4397431.172254876,0,0,0,0,5404228.534163238,0,0,
216,175.11895294189452,0.46597540000000004,2.089457698344625E7,8218827.719242219,2796910.9092459185,0,0,0,0,2785394.0711358013,0,0,2116708.7109363945,0,0,0,0,
217,207.1379852294922,1.8118628,2269557.434634569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,584.4219868977865,6.136476683333334,3361793.90325683,4532690.855560872,0,3694715.3420178434,4622997.4590763645,0,0,0,0,0,0,6387775.413748825,2703963.5865954845,0,0,
220,374.0871917724609,2.1700973599999998,4963813.716435376,5251320.257452133,0,0,4247584.939048888,2612107.668895727,5188668.94524677,5359797.159799495,4251229.170187513,0,4200327.214655624,5678225.851660451,6244274.787944241,0,0,
221,207.06524658203125,2.408339433333333,4250050.487216451,0,0,0,0,0,0,0,6807745.727941239,0,9005128.370323958,0,0,0,0,
222,797.5170694986979,6.976735699999999,6511568.716508429,6763027.181102886,5804636.589019001,6950273.055699533,6328806.092954718,6808379.736971981,6374061.489211485,0,6349878.321100117,0,4789884.917747677,7167261.9206766635,6500813.183625012,5351900.794312269,0,
223,177.16373189290366,5.726441683333333,3881590.5647012084,0,0,0,3222207.785004733,3233406.5529992008,0,0,5570725.552341303,0,3870525.591961671,0,0,6324813.579864346,0,
224,203.17958068847656,5.9146774749999995,3883645.274215877,0,0,0,0,6928281.891176297,0,0,5841043.595587751,0,2976756.2314845277,0,0,0,0,
225,369.11808013916016,2.4067746,2620816.7405032734,0,0,0,0,0,0,0,0,0,7892367.968666721,0,0,0,0,
226,131.0492401123047,2.0734253,5175268.207120699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228,364.3207092285156,4.423054633333333,4473533.506794165,3.949825657933621E7,3.584001199564093E7,0,0,0,0,0,0,0,0,0,0,0,0,
229,205.19513448079428,5.2116365,3472029.8746924135,0,0,0,0,0,0,0,1396133.6200949221,0,1.1657243063996391E7,0,0,0,0,
230,351.0840250651042,3.872440488888889,3752773.8086238876,7408455.651092826,4.152946492984434E7,0,2.223859467350995E7,4.210311089859157E7,3270702.341152315,0,4436422.436544934,1.7786861011299312E7,1.7389942045955945E7,0,0,0,0,
231,116.07084401448567,0.4290102388888889,1.272510224903445E7,0,3663481.4860472246,2724158.390213381,0,0,1.4463017731627127E7,0,0,1.862663698557319E7,4373606.645067187,8927750.22246304,6420652.4423721,1.5893888962430663E7,0,
232,137.05978393554688,1.6491948,2190970.9970450527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,376.24822998046875,4.2991258,3425376.2024268894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,205.19517517089844,7.7926024,4222859.18578731,0,0,0,0,0,0,0,0,0,4408382.869435519,0,0,0,0,
237,738.2025329589844,2.0361305400000003,2906730.6350583863,2249875.7883014,0,0,0,0,0,0,3980075.8392903744,0,0,4242816.678442847,5950928.830013771,0,0,
238,152.0566864013672,0.485761805,1.6482964283417305E7,2567977.118995313,0,0,0,0,0,0,0,0,0,0,0,0,0,
239,402.17604064941406,1.6348421499999999,7301887.532090828,0,0,0,0,0,0,0,4882524.073273117,0,0,0,0,0,0,
240,147.04405403137207,2.362321925,3034277.3316817433,0,0,1.0119249521031423E7,9499294.9025272,0,4944052.427631761,1969571.3110138115,3657961.964831819,0,0,7838421.948058355,3009329.770033501,0,0,
242,427.0757465362549,0.35435551,7923122.625922351,0,0,0,4952155.950339364,0,2178381.418077225,0,8057171.724131869,4579659.508931466,1.518351451786363E7,0,1.0702777502946937E7,7869420.133518567,0,
243,885.2081909179688,2.0380228999999996,8447908.47709969,0,0,2451422.793545069,0,0,0,0,0,0,0,0,0,0,0,
244,205.1950923374721,5.8460664285714286,2820193.7926770058,1869359.0795193773,3309132.2662265375,0,6429931.970568694,2372564.5391636267,0,0,5592481.71081082,0,2502052.261837708,0,0,0,0,
245,959.5699005126953,6.681416241666667,5133377.057094972,4344753.33263588,4465844.335494892,4860392.6688438775,4092953.95998562,4159641.996959258,4826482.117304228,0,4244860.91724755,4079250.466020625,3851785.050545997,4367989.436097681,0,3386120.177697947,0,
246,141.0910441080729,3.9784566666666668,2999363.9878572975,0,0,0,0,0,2235087.514318702,0,0,0,0,0,0,0,3325476.6153943036,
247,455.1159240722656,0.392475326,9760327.823551072,1.3507730129905181E7,1.382131873672798E7,1589132.5951489874,0,0,0,0,0,0,4505433.873665418,0,0,0,0,
248,407.3307596842448,3.800500233333333,4636968.078114938,0,0,0,0,0,0,0,3007837.3674870026,0,4068869.509494738,0,0,0,0,
249,147.11276245117188,0.43337806,1.696373284280126E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,272.06516723632814,0.347678276,1.0739406673169982E7,0,0,0,2.7836314896516643E7,0,0,0,4942026.045513637,0,7374403.018837855,0,0,7488766.579335957,0,
251,211.55203437805176,0.3483212275,1.1933482449693868E7,0,0,0,8581956.961698202,0,8134700.219148673,0,1.2697350337991435E7,3454802.35273425,2.24193230141441E7,0,1.6628645036855057E7,1.4628914391191106E7,0,
252,219.13399505615234,0.493320295,9280651.439457152,0,0,0,0,0,0,0,0,0,2031090.7047468768,0,0,0,0,
253,360.1500571114676,0.4835350828571428,1.2224852055578774E7,3404078.3849789253,2910683.334740419,1.1903905716045525E7,1.0880286849707926E7,5456727.621461081,8759703.698448734,1.4791786523279566E7,1.4993780204250338E7,7562616.620890162,1.0205746749455567E7,2.0666607670674868E7,7663059.103864352,1.9771470542189665E7,0,
254,249.18472290039062,5.4433161,3431124.687821989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,177.02318572998047,0.446196755,8240644.134856405,0,1.0235098629731212E7,0,3736985.4902154575,0,0,3978180.0949875093,6311328.7249974385,5883214.544807793,7052329.332248062,0,0,2677847.5832197675,0,
257,705.1842389787946,0.40065240428571425,7656554.139935569,0,0,2984539.208067261,3917945.0874398244,0,0,4360326.505709456,3307380.057863325,0,0,7420811.140066184,0,1.3049807529141866E7,0,
258,203.13912963867188,0.93905803,7313552.5053177895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,205.1951675415039,4.69880149,2227612.9208504986,2.042592909341176E7,6.38063093288929E7,7881082.031680203,3.331118802533845E7,1.7835525881056055E7,0,3251677.9214714896,0,1.3987786599554004E7,1.570665155083751E7,0,3753017.9084467273,0,0,
260,301.2161468505859,5.14973876,2319290.6493577515,0,2.4848486634721335E7,0,0,0,0,0,3.301223725347385E7,0,3.3505702397047747E7,0,4.035063703188601E7,0,0,
261,290.0757598876953,0.4321726266666666,8014413.62795908,2728615.479770119,9396374.90848215,0,2468541.6393929063,0,0,0,2957060.181237094,0,5071902.3590155495,0,0,0,0,
262,284.0989685058594,0.5135178499999999,7597956.247016925,0,2573428.9898752337,0,0,0,0,0,0,0,0,0,0,0,0,
264,359.07616424560547,2.1322567833333332,2917073.1446767435,6097947.924791473,0,0,9442640.828947619,0,0,0,7241481.125983135,0,7114343.992811261,4948924.941405753,0,0,0,
265,303.0500030517578,1.8876271500000001,3451099.288938568,0,0,2.1614336825555976E7,0,0,0,0,0,0,0,0,0,0,0,
266,443.3883565266927,5.7633589333333335,4149522.1658866783,0,0,0,0,0,0,0,5681928.086218448,0,0,0,0,3645688.239814108,0,
267,455.35195541381836,5.756004525,1924209.1371025871,0,0,0,0,0,0,0,2821553.5836950364,0,1690139.4690116253,0,0,5921424.222583778,0,
269,453.33642578125,4.157891833333333,1887243.3783393642,0,0,0,0,0,0,0,4622819.674172955,0,6411931.679393055,0,0,0,0,
270,203.1794662475586,5.472382416666666,2587912.1760449978,0,0,1329269.4137995325,1797999.327013682,0,0,0,3181429.2341365824,0,3544285.8534168834,0,0,1.8162059615836874E7,0,
272,449.1078910827637,2.1604707249999997,4526275.35649144,0,1068335.3233295595,0,0,0,0,0,0,0,5271734.511834547,0,0,4215179.406254651,0,
273,443.3885040283203,5.8665601,1904822.728110934,0,0,0,0,0,0,0,2273514.068220022,0,0,0,0,0,0,
275,203.13915252685547,0.60289143,7851635.127370332,0,0,0,0,0,0,0,0,0,1742049.0152232493,0,0,0,0,
276,147.04407392229353,1.794503142857143,2623007.10815568,0,7983665.04077624,0,1.2859194551207995E7,0,0,1.8885363808024112E7,2548257.168736705,7057612.448423815,0,0,3689471.982803823,0,0,
277,205.0972557067871,1.1214803500000001,3750923.994318003,7.55929131257816E7,0,4582928.862154502,8343991.961147811,1780715.517605063,2257948.409880374,0,0,0,0,2681307.8408131883,3344278.5132817486,0,0,
278,189.12342834472656,0.61528558,8053437.833665615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,595.3396606445312,5.4433161,2732363.440847797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,127.03911521218039,0.47360171090909087,9162711.577442419,3810056.2421678063,3012922.3120346246,3188052.054163331,5434993.774008957,0,0,3870317.1692883447,6243486.352723633,3864988.4528496005,4461078.942246929,1.0117149184654744E7,0,6637075.034242312,0,
282,455.3518829345703,3.9872137,1713642.742668069,0,0,0,0,0,0,0,1765944.6384483662,0,0,0,0,0,0,
284,511.339599609375,3.6922137,1987952.4249958121,0,0,0,0,0,5197390.502285231,0,0,0,0,0,0,0,0,
286,135.1169230143229,5.9264279,1846242.38120926,0,0,0,0,0,0,0,2614498.139199779,0,1597813.8477242026,0,0,0,0,
287,301.2160949707031,7.7926024,2074602.9046159093,0,0,0,0,0,0,0,0,0,1819154.87210945,0,0,0,0,
288,266.1596934000651,0.35908668000000005,7110954.181988955,0,1.441351028835342E7,0,0,0,0,0,0,0,1683067.0428960552,0,0,0,0,
289,191.1793659755162,5.744651428571429,1652857.997691018,7428547.154897635,1.1665012089742992E7,0,2.51060665118713E7,0,0,0,3659671.577907988,0,1429729.5346451243,0,0,2824421.54068987,0,
290,135.04419962565103,1.2957353333333332,1557375.752079947,0,0,0,0,0,0,0,1658960.2594792466,0,2016503.318914125,0,0,0,0,
292,233.14962768554688,0.51704145,4666079.770117687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,188.0706787109375,1.1225615857142857,2766358.986308438,6.2808865236820474E7,0,3177995.2117233803,7062500.618143686,1446815.2564083755,1682562.8983655612,0,0,0,0,0,2841494.608994249,0,0,
294,261.14453125,0.5655532,4736590.965000167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,282.08697509765625,0.42050222666666665,5372251.700341444,8083387.5229456145,1.1047291830257399E7,0,0,0,0,0,0,0,0,0,0,0,0,
297,271.2421366373698,4.622659333333334,1461840.8433356434,0,0,0,0,8.122423554596382E7,0,0,1598001.629498818,0,0,0,0,0,0,
298,237.12339782714844,1.1621417,2690096.4627543734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,471.34703572591144,4.0484537666666665,1583914.184738977,0,0,0,0,0,0,0,0,0,1432281.8156834887,0,0,693889.3083988108,0,
300,511.3396301269531,3.8950008,2066613.5851488796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,229.15472412109375,1.1844247,4480611.279952311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,337.06136648995533,0.4400064642857142,4114467.027050848,2969275.8424989935,9333167.269938821,0,0,2578183.866262388,0,5869458.993316651,0,1.2219621775347017E7,1463585.0902002929,0,0,0,0,
